,0,1,pdf_names,year,language,authors,title
0,-13.338863,-22.965128,pdf_0.txt,2018,fr,"Claudia Marinica, Julien Longhi, Nader Hassine, Abdulhafiz Alkhouli, Boris Borzic",#Idéo2017 : une plateforme citoyenne dédiée à l'analyse des tweets lors des événements politiques
1,-22.194609,-35.74412,pdf_1.txt,2018,fr,"Marius Barctus, Marc Boullé, Fabrice Clérot",A two level co-clustering algorithm for very large data sets
2,10.089659,2.8439977,pdf_2.txt,2018,fr,"Jean-Benoît Griesner, Talel Abdesssalem, Hubert Naacke, Pierre Dosne",ALGeoSPF: Un modèle de factorisation basé sur du clustering géographique pour la recommandation de POI
3,-3.7496793,16.375101,pdf_3.txt,2018,fr,"Abdeljalil Elouardighi, Mohcine Maghfour, Hafdalla Hammia, Fatima-Zahra Aazi",Analyse des sentiments à partir des commentaires Facebook publiés en Arabe standard ou dialectal marocain par une approche d'apprentissage automatique
4,19.980417,-9.376903,pdf_4.txt,2018,fr,"Elyase Lassouli, Yasmine Mesbahi, Camille Pradel, Damien Sileo",Analyse en rôles sémantiques pour le résumé automatique
5,14.535306,-25.311153,pdf_5.txt,2018,fr,"Marwan Batrouni, Aurélie Bertaux, Christophe Nicolle",Analyse Ontologique de scénario dans un contexte Big Data
6,-17.436872,-2.8205607,pdf_6.txt,2018,fr,"Romain Billot, Sofian Berrouiguet, Mark Larsen, Michel Walter, Jorge López Castroman, Enrique Baca-García, Philippe Courtet, Philippe Lenca",Apport de la fouille de données pour la prévention du risque suicidaire
7,3.7767303,31.243183,pdf_7.txt,2018,fr,"Vincent Lemaire, Oumaima Alaoui Ismaili",Apport des modèles locaux pour les K-moyennes prédictives
8,-13.279413,30.40247,pdf_8.txt,2018,fr,"Khalil Laghmari, Christophe Marsala, Mohammed Ramdani",Apprendre les relations de préférence et de co-occurrence entre les labels en classification multi-labels
9,0.8411147,14.683351,pdf_9.txt,2018,fr,"Emmanuelle Claeys, Pierre Gançarski, Myriam Maumy-Bertrand",Approche contextuelle par régression pour les tests A/B
